date_time(UTC:PDT+7),raw_pressure(cm),barocorrected_pressure(cm),water_temperature(deg_C),discharge_flag
2018-08-15 00:00:00,773.05,11.925610351562455,11.829,0
2018-08-15 00:30:00,773.12,12.380325113932258,11.85,0
2018-08-15 01:00:00,773.25,12.895039876302121,11.896,0
2018-08-15 01:30:00,772.82,12.849754638671925,11.893,0
2018-08-15 02:00:00,773.15,13.564469401041606,11.842,0
2018-08-15 02:30:00,773.17,13.969184163411455,11.723,0
2018-08-15 03:00:00,773.26,14.443898925781241,11.549,0
2018-08-15 03:30:00,773.23,14.798613688151022,11.356,0
2018-08-15 04:00:00,773.65,15.603328450520848,11.16,0
2018-08-15 04:30:00,773.37,15.70804321289063,10.966,0
2018-08-15 05:00:00,773.55,16.272757975260333,10.765,0
2018-08-15 05:30:00,773.66,16.767472737630214,10.562,0
2018-08-15 06:00:00,773.63,17.122187499999995,10.371,0
2018-08-15 06:30:00,773.65,17.111532592773415,10.201,0
2018-08-15 07:00:00,773.71,17.14087768554691,10.061,0
2018-08-15 07:30:00,773.57,16.970222778320363,9.929,0
2018-08-15 08:00:00,773.79,17.159567871093714,9.798,0
2018-08-15 08:30:00,773.58,16.91891296386723,9.675,0
2018-08-15 09:00:00,773.09,16.398258056640657,9.565,0
2018-08-15 09:30:00,773.06,16.337603149414008,9.472,0
2018-08-15 10:00:00,773.13,16.376948242187495,9.387,0
2018-08-15 10:30:00,773.32,16.536293334960988,9.305,0
2018-08-15 11:00:00,772.98,16.165638427734393,9.223,0
2018-08-15 11:30:00,772.78,15.934983520507785,9.141,0
2018-08-15 12:00:00,772.68,15.8043286132812,9.054,0
2018-08-15 12:30:00,772.77,15.50358662923179,8.971,0
2018-08-15 13:00:00,773.18,15.522844645182204,8.891,0
2018-08-15 13:30:00,773.0,14.952102661132812,8.815,0
2018-08-15 14:00:00,773.59,15.151360677083403,8.74,0
2018-08-15 14:30:00,773.31,14.480618693033762,8.684,0
2018-08-15 15:00:00,773.28,14.059876708984348,8.649,0
2018-08-15 15:30:00,773.4,13.789134724934911,8.65,0
2018-08-15 16:00:00,773.5,13.498392740885379,8.73,0
2018-08-15 16:30:00,773.46,13.067650756835974,8.881,0
