Date_Time,lvl_cm,temp_C
2018-07-25 19:00:00,815.33,13.475
2018-07-25 19:30:00,815.22,13.235
2018-07-25 20:00:00,814.96,13.209
2018-07-25 20:30:00,814.65,13.301
2018-07-25 21:00:00,814.43,13.492
2018-07-25 21:30:00,814.2,13.696
2018-07-25 22:00:00,813.94,13.866
2018-07-25 22:30:00,813.83,14.046
2018-07-25 23:00:00,813.71,14.13
2018-07-25 23:30:00,813.36,14.234
2018-07-26 00:00:00,813.21,14.289
2018-07-26 00:30:00,813.0,14.301
2018-07-26 01:00:00,812.73,14.29
2018-07-26 01:30:00,812.59,14.209
2018-07-26 02:00:00,812.47,14.137
2018-07-26 02:30:00,812.38,14.133
2018-07-26 03:00:00,812.38,14.075
2018-07-26 03:30:00,812.62,14.023
2018-07-26 04:00:00,812.52,13.984
2018-07-26 04:30:00,812.5,13.927
2018-07-26 05:00:00,812.5,13.915
2018-07-26 05:30:00,812.42,13.906
2018-07-26 06:00:00,812.2,13.84
2018-07-26 06:30:00,811.99,13.796
2018-07-26 07:00:00,812.01,13.748
2018-07-26 07:30:00,811.92,13.694
2018-07-26 08:00:00,811.96,13.66
2018-07-26 08:30:00,811.9,13.573
2018-07-26 09:00:00,811.87,13.498
2018-07-26 09:30:00,811.9,13.429
2018-07-26 10:00:00,811.95,13.344
2018-07-26 10:30:00,811.79,13.247
2018-07-26 11:00:00,811.94,13.108
2018-07-26 11:30:00,812.01,12.919
2018-07-26 12:00:00,812.24,12.774
2018-07-26 12:30:00,812.28,12.612
2018-07-26 13:00:00,812.52,12.466
2018-07-26 13:30:00,812.53,12.334
2018-07-26 14:00:00,812.49,12.193
2018-07-26 14:30:00,812.53,12.126
2018-07-26 15:00:00,812.36,12.09
2018-07-26 15:30:00,812.32,12.087
2018-07-26 16:00:00,812.1,12.124
2018-07-26 16:30:00,812.0,12.179
2018-07-26 17:00:00,811.87,12.241
2018-07-26 17:30:00,811.89,12.315
2018-07-26 18:00:00,811.91,12.39
2018-07-26 18:30:00,812.18,12.457
2018-07-26 19:00:00,812.03,12.483
2018-07-26 19:30:00,812.12,12.523
2018-07-26 20:00:00,811.82,12.579
2018-07-26 20:30:00,811.37,12.626
2018-07-26 21:00:00,811.2,12.642
2018-07-26 21:30:00,811.03,12.683
2018-07-26 22:00:00,810.91,12.759
2018-07-26 22:30:00,810.45,12.86
2018-07-26 23:00:00,810.15,12.951
2018-07-26 23:30:00,810.01,13.028
2018-07-27 00:00:00,809.9,13.136
2018-07-27 00:30:00,809.97,13.224
2018-07-27 01:00:00,810.22,13.28
2018-07-27 01:30:00,810.61,13.256
2018-07-27 02:00:00,810.63,13.231
2018-07-27 02:30:00,810.53,13.204
2018-07-27 03:00:00,810.5,13.145
2018-07-27 03:30:00,810.36,13.124
2018-07-27 04:00:00,810.45,13.099
2018-07-27 04:30:00,810.7,13.071
2018-07-27 05:00:00,811.44,13.05
2018-07-27 05:30:00,812.42,13.045
2018-07-27 06:00:00,813.34,12.993
2018-07-27 06:30:00,813.87,12.945
2018-07-27 07:00:00,814.08,12.883
2018-07-27 07:30:00,814.22,12.815
2018-07-27 08:00:00,813.92,12.725
2018-07-27 08:30:00,813.83,12.61
2018-07-27 09:00:00,813.53,12.442
2018-07-27 09:30:00,813.25,12.259
2018-07-27 10:00:00,813.1,12.061
2018-07-27 10:30:00,812.82,11.861
2018-07-27 11:00:00,812.51,11.681
2018-07-27 11:30:00,812.32,11.556
2018-07-27 12:00:00,812.07,11.41
2018-07-27 12:30:00,812.23,11.289
2018-07-27 13:00:00,812.17,11.148
2018-07-27 13:30:00,812.09,11.028
2018-07-27 14:00:00,811.89,10.928
2018-07-27 14:30:00,811.8,10.853
2018-07-27 15:00:00,811.76,10.817
2018-07-27 15:30:00,811.47,10.812
2018-07-27 16:00:00,811.32,10.857
2018-07-27 16:30:00,811.21,10.95
2018-07-27 17:00:00,810.87,11.064
2018-07-27 17:30:00,810.81,11.192
2018-07-27 18:00:00,810.66,11.332
2018-07-27 18:30:00,810.71,11.498
2018-07-27 19:00:00,810.53,11.706
2018-07-27 19:30:00,810.32,11.963
2018-07-27 20:00:00,810.18,12.246
2018-07-27 20:30:00,810.15,12.563
2018-07-27 21:00:00,810.13,12.854
2018-07-27 21:30:00,809.97,13.104
2018-07-27 22:00:00,809.59,13.282
2018-07-27 22:30:00,809.39,13.517
2018-07-27 23:00:00,809.1,13.709
2018-07-27 23:30:00,808.73,13.768
2018-07-28 00:00:00,808.63,13.803
2018-07-28 00:30:00,808.28,13.815
2018-07-28 01:00:00,808.03,13.843
2018-07-28 01:30:00,807.93,13.803
2018-07-28 02:00:00,807.8,13.771
2018-07-28 02:30:00,807.81,13.756
2018-07-28 03:00:00,807.82,13.725
2018-07-28 03:30:00,807.85,13.685
2018-07-28 04:00:00,807.97,13.635
2018-07-28 04:30:00,807.93,13.625
2018-07-28 05:00:00,807.89,13.595
2018-07-28 05:30:00,807.7,13.571
2018-07-28 06:00:00,807.6,13.54
2018-07-28 06:30:00,807.42,13.5
2018-07-28 07:00:00,807.33,13.441
2018-07-28 07:30:00,807.36,13.403
2018-07-28 08:00:00,807.13,13.364
2018-07-28 08:30:00,807.16,13.296
2018-07-28 09:00:00,807.14,13.245
2018-07-28 09:30:00,807.06,13.169
2018-07-28 10:00:00,807.11,13.046
2018-07-28 10:30:00,807.31,12.887
2018-07-28 11:00:00,807.5,12.725
2018-07-28 11:30:00,807.58,12.527
2018-07-28 12:00:00,807.59,12.37
2018-07-28 12:30:00,807.57,12.203
2018-07-28 13:00:00,807.85,12.001
2018-07-28 13:30:00,807.97,11.837
2018-07-28 14:00:00,808.22,11.713
2018-07-28 14:30:00,808.24,11.655
2018-07-28 15:00:00,808.18,11.599
2018-07-28 15:30:00,808.14,11.601
2018-07-28 16:00:00,808.06,11.635
2018-07-28 16:30:00,807.95,11.703
2018-07-28 17:00:00,807.84,11.78
2018-07-28 17:30:00,807.85,11.875
2018-07-28 18:00:00,807.8,11.994
2018-07-28 18:30:00,807.95,12.147
2018-07-28 19:00:00,807.72,12.37
2018-07-28 19:30:00,807.84,12.625
2018-07-28 20:00:00,807.94,12.903
2018-07-28 20:30:00,807.93,13.201
2018-07-28 21:00:00,807.8,13.429
2018-07-28 21:30:00,807.75,13.702
2018-07-28 22:00:00,807.66,13.868
2018-07-28 22:30:00,807.7,14.048
2018-07-28 23:00:00,807.61,14.217
2018-07-28 23:30:00,807.35,14.264
2018-07-29 00:00:00,807.18,14.218
2018-07-29 00:30:00,806.98,14.206
2018-07-29 01:00:00,806.84,14.152
2018-07-29 01:30:00,806.76,14.132
2018-07-29 02:00:00,806.7,14.11
2018-07-29 02:30:00,806.74,14.081
2018-07-29 03:00:00,806.73,14.061
2018-07-29 03:30:00,806.68,14.027
2018-07-29 04:00:00,806.67,14.012
