Date_Time,lvl_cm,temp_C
2020-08-12 18:38:57,760.41,16.981
2020-08-12 19:08:57,776.39,12.3
2020-08-12 19:38:57,776.3,12.699
2020-08-12 20:08:57,776.18,13.229
2020-08-12 20:38:57,776.27,13.807
2020-08-12 21:08:57,776.21,14.378
2020-08-12 21:38:57,776.09,14.903
2020-08-12 22:08:57,775.96,15.35
2020-08-12 22:38:57,775.68,15.714
2020-08-12 23:08:57,775.63,15.986
2020-08-12 23:38:57,775.6,16.151
2020-08-13 00:08:57,775.52,16.223
2020-08-13 00:38:57,775.44,16.207
2020-08-13 01:08:57,775.44,16.11
2020-08-13 01:38:57,775.44,15.953
2020-08-13 02:08:57,775.58,15.759
2020-08-13 02:38:57,775.84,15.548
2020-08-13 03:08:57,775.99,15.342
2020-08-13 03:38:57,776.21,15.151
2020-08-13 04:08:57,776.57,14.971
2020-08-13 04:38:57,776.75,14.788
2020-08-13 05:08:57,776.78,14.6
2020-08-13 05:38:57,776.71,14.402
2020-08-13 06:08:57,776.83,14.201
2020-08-13 06:38:57,776.98,13.997
2020-08-13 07:08:57,777.06,13.798
2020-08-13 07:38:57,777.07,13.601
2020-08-13 08:08:57,777.03,13.404
2020-08-13 08:38:57,776.98,13.201
2020-08-13 09:08:57,776.91,12.987
2020-08-13 09:38:57,776.87,12.769
2020-08-13 10:08:57,776.75,12.546
2020-08-13 10:38:57,776.66,12.318
2020-08-13 11:08:57,776.7,12.095
2020-08-13 11:38:57,776.69,11.875
2020-08-13 12:08:57,776.69,11.665
2020-08-13 12:38:57,776.72,11.462
2020-08-13 13:08:57,776.87,11.267
2020-08-13 13:38:57,777.06,11.075
2020-08-13 14:08:57,777.2,10.892
2020-08-13 14:38:57,777.09,10.719
2020-08-13 15:08:57,777.22,10.57
2020-08-13 15:38:57,777.22,10.476
2020-08-13 16:08:57,777.13,10.445
2020-08-13 16:38:57,777.45,10.497
2020-08-13 17:08:57,777.53,10.726
2020-08-13 17:38:57,777.65,11.07
2020-08-13 18:08:57,777.46,11.528
2020-08-13 18:38:57,777.46,12.0
2020-08-13 19:08:57,777.6,12.497
2020-08-13 19:38:57,777.79,12.991
2020-08-13 20:08:57,777.75,13.418
2020-08-13 20:38:57,777.79,13.791
2020-08-13 21:08:57,777.74,14.143
2020-08-13 21:38:57,777.67,14.385
2020-08-13 22:08:57,777.57,14.539
2020-08-13 22:38:57,777.37,14.632
2020-08-13 23:08:57,777.24,14.657
2020-08-13 23:38:57,777.12,14.643
2020-08-14 00:08:57,777.21,14.599
2020-08-14 00:38:57,777.16,14.539
2020-08-14 01:08:57,777.11,14.473
2020-08-14 01:38:57,777.02,14.398
2020-08-14 02:08:57,776.98,14.316
2020-08-14 02:38:57,776.91,14.226
2020-08-14 03:08:57,777.07,14.132
2020-08-14 03:38:57,777.21,14.029
2020-08-14 04:08:57,777.42,13.91
2020-08-14 04:38:57,777.54,13.78
2020-08-14 05:08:57,777.62,13.646
2020-08-14 05:38:57,777.49,13.509
2020-08-14 06:08:57,777.22,13.372
2020-08-14 06:38:57,777.22,13.246
2020-08-14 07:08:57,777.24,13.125
2020-08-14 07:38:57,777.31,13.017
2020-08-14 08:08:57,777.11,12.925
2020-08-14 08:38:57,777.01,12.843
2020-08-14 09:08:57,776.89,12.772
2020-08-14 09:38:57,776.76,12.708
2020-08-14 10:08:57,776.72,12.648
2020-08-14 10:38:57,776.75,12.592
2020-08-14 11:08:57,776.61,12.537
2020-08-14 11:38:57,776.63,12.481
2020-08-14 12:08:57,776.87,12.427
2020-08-14 12:38:57,777.08,12.369
2020-08-14 13:08:57,777.27,12.318
2020-08-14 13:38:57,777.47,12.264
2020-08-14 14:08:57,777.59,12.204
2020-08-14 14:38:57,777.69,12.142
2020-08-14 15:08:57,777.67,12.089
2020-08-14 15:38:57,777.87,12.066
2020-08-14 16:08:57,778.04,12.075
2020-08-14 16:38:57,778.11,12.145
2020-08-14 17:08:57,778.16,12.425
2020-08-14 17:38:57,778.32,12.797
2020-08-14 18:08:57,778.36,13.239
2020-08-14 18:38:57,778.4,13.651
2020-08-14 19:08:57,778.25,14.046
2020-08-14 19:38:57,778.09,14.561
2020-08-14 20:08:57,778.01,15.121
2020-08-14 20:38:57,778.07,15.723
2020-08-14 21:08:57,777.85,16.303
2020-08-14 21:38:57,777.73,16.881
2020-08-14 22:08:57,777.75,17.345
2020-08-14 22:38:57,777.51,17.676
2020-08-14 23:08:57,777.23,17.836
2020-08-14 23:38:57,777.09,17.88
2020-08-15 00:08:57,777.11,17.851
2020-08-15 00:38:57,777.1,17.78
2020-08-15 01:08:57,777.04,17.663
2020-08-15 01:38:57,776.93,17.486
2020-08-15 02:08:57,777.04,17.261
2020-08-15 02:38:57,777.2,17.012
2020-08-15 03:08:57,777.26,16.778
2020-08-15 03:38:57,777.51,16.565
2020-08-15 04:08:57,777.83,16.37
2020-08-15 04:38:57,778.06,16.189
2020-08-15 05:08:57,778.13,16.01
2020-08-15 05:38:57,778.08,15.826
2020-08-15 06:08:57,777.91,15.644
2020-08-15 06:38:57,777.98,15.466
2020-08-15 07:08:57,777.87,15.292
2020-08-15 07:38:57,777.83,15.119
2020-08-15 08:08:57,777.74,14.95
2020-08-15 08:38:57,777.53,14.784
2020-08-15 09:08:57,777.52,14.624
2020-08-15 09:38:57,777.41,14.465
2020-08-15 10:08:57,777.49,14.306
2020-08-15 10:38:57,777.52,14.149
2020-08-15 11:08:57,777.51,13.989
2020-08-15 11:38:57,777.59,13.826
2020-08-15 12:08:57,777.74,13.665
2020-08-15 12:38:57,777.9,13.509
2020-08-15 13:08:57,778.25,13.357
2020-08-15 13:38:57,778.44,13.206
2020-08-15 14:08:57,778.6,13.061
2020-08-15 14:38:57,778.87,12.931
2020-08-15 15:08:57,778.77,12.822
2020-08-15 15:38:57,778.81,12.753
2020-08-15 16:08:57,778.64,12.745
2020-08-15 16:38:57,778.58,12.81
2020-08-15 17:08:57,778.75,13.037
2020-08-15 17:38:57,778.96,13.335
2020-08-15 18:08:57,778.89,13.652
2020-08-15 18:38:57,778.77,13.978
2020-08-15 19:08:57,778.63,14.276
2020-08-15 19:38:57,778.61,14.685
2020-08-15 20:08:57,778.65,15.173
2020-08-15 20:38:57,778.5,15.587
2020-08-15 21:08:57,778.99,15.949
2020-08-15 21:38:57,779.14,16.194
2020-08-15 22:08:57,778.88,16.237
2020-08-15 22:38:57,778.61,16.206
2020-08-15 23:08:57,778.25,16.16
2020-08-15 23:38:57,778.1,16.112
2020-08-16 00:08:57,777.95,16.084
