Date_Time,lvl_cm,temp_C
2020-08-18 20:00:00,765.21,20.973
2020-08-18 20:30:00,764.75,21.662
2020-08-18 21:00:00,763.65,22.739
2020-08-18 21:30:00,761.7,23.571
2020-08-18 22:00:00,747.55,24.206
2020-08-18 22:30:00,734.08,24.883
2020-08-18 23:00:00,733.61,26.365
2020-08-18 23:30:00,733.82,25.045
2020-08-19 00:00:00,734.11,23.466
2020-08-19 00:30:00,733.89,23.407
2020-08-19 01:00:00,733.49,24.768
2020-08-19 01:30:00,733.66,23.753
2020-08-19 02:00:00,734.02,22.216
2020-08-19 02:30:00,734.32,21.619
2020-08-19 03:00:00,734.51,20.706
2020-08-19 03:30:00,734.74,19.716
2020-08-19 04:00:00,735.01,18.464
2020-08-19 04:30:00,735.02,17.487
2020-08-19 05:00:00,734.99,16.367
2020-08-19 05:30:00,734.98,15.223
2020-08-19 06:00:00,735.02,14.283
2020-08-19 06:30:00,735.05,13.572
2020-08-19 07:00:00,734.98,13.143
2020-08-19 07:30:00,734.85,12.832
2020-08-19 08:00:00,734.68,12.691
2020-08-19 08:30:00,734.45,12.791
2020-08-19 09:00:00,734.28,13.105
2020-08-19 09:30:00,734.03,13.316
2020-08-19 10:00:00,733.95,13.133
2020-08-19 10:30:00,733.84,12.744
2020-08-19 11:00:00,733.9,12.64
2020-08-19 11:30:00,733.78,12.587
2020-08-19 12:00:00,733.68,12.245
2020-08-19 12:30:00,733.52,11.762
2020-08-19 13:00:00,733.53,11.319
2020-08-19 13:30:00,733.67,11.055
2020-08-19 14:00:00,733.75,10.964
2020-08-19 14:30:00,734.01,11.015
2020-08-19 15:00:00,733.95,11.955
2020-08-19 15:30:00,733.69,13.68
2020-08-19 16:00:00,732.09,27.627
2020-08-19 16:30:00,741.53,27.559
2020-08-19 17:00:00,742.03,24.483
2020-08-19 17:30:00,768.85,14.39
2020-08-19 18:00:00,743.2,12.795
2020-08-19 18:30:00,769.99,13.243
2020-08-19 19:00:00,769.79,13.5
2020-08-19 19:30:00,769.19,13.905
2020-08-19 20:00:00,768.93,14.491
2020-08-19 20:30:00,768.35,14.915
2020-08-19 21:00:00,768.04,15.197
2020-08-19 21:30:00,767.84,15.424
2020-08-19 22:00:00,767.12,15.673
2020-08-19 22:30:00,766.45,15.759
2020-08-19 23:00:00,766.62,15.783
2020-08-19 23:30:00,766.13,15.792
