date_time(UTC:PDT+7),raw_pressure(cm),barocorrected_pressure(cm),water_temperature(deg_C),discharge_flag
2020-08-13 21:30:00,790.12,5.813666200000057,12.352,0
2020-08-13 22:00:00,790.0773,5.712843300000145,12.369893333333334,0
2020-08-13 22:30:00,789.9201666666667,5.7882015666666575,12.46379,0
2020-08-13 23:00:00,789.9274666666666,5.675176966666754,12.579976666666667,0
2020-08-13 23:30:00,789.7898333333333,5.6527697333333435,12.68586,0
2020-08-14 00:00:00,789.7479666666667,5.535445266666784,12.76081,0
2020-08-14 00:30:00,789.7074666666667,5.513299866666898,12.82137,0
2020-08-14 01:00:00,789.5495,5.595982400000139,12.867083333333333,0
2020-08-14 01:30:00,789.4015333333333,5.5255129333334025,12.890456666666667,0
2020-08-14 02:00:00,789.2717,5.368147700000009,12.906236666666667,0
2020-08-14 02:30:00,789.2081333333334,5.254615733333594,12.91195,0
2020-08-14 03:00:00,789.2603333333334,5.162018333333549,12.887596666666667,0
2020-08-14 03:30:00,789.3684666666667,5.075388966666651,12.824156666666667,0
2020-08-14 04:00:00,789.5125333333333,4.966570033333369,12.749936666666667,0
2020-08-14 04:30:00,789.6460999999999,4.8023842999999715,12.669106666666666,0
2020-08-14 05:00:00,789.6842333333333,4.659011033333286,12.583953333333334,0
2020-08-14 05:30:00,789.6891666666667,4.625195766666707,12.511173333333334,0
2020-08-14 06:00:00,789.4452666666667,4.592373666666845,12.44236,0
2020-08-14 06:30:00,789.2659333333334,4.425276733333476,12.369546666666666,0
2020-08-14 07:00:00,789.2561,4.4266600999999355,12.29253,0
2020-08-14 07:30:00,789.2779666666667,4.403659966666623,12.212343333333333,0
2020-08-14 08:00:00,789.2374666666667,4.5120361666666895,12.140426666666666,0
2020-08-14 08:30:00,789.0876333333333,4.45805463333329,12.09107,0
2020-08-14 09:00:00,788.9654333333333,4.580582633333279,12.051663333333334,0
2020-08-14 09:30:00,788.8218666666667,4.667468166666822,12.009443333333333,0
2020-08-14 10:00:00,788.7879666666666,4.744715466666662,11.966713333333333,0
2020-08-14 10:30:00,788.7718666666666,4.801014166666732,11.936646666666666,0
2020-08-14 11:00:00,788.7135666666667,4.722320166666691,11.892273333333334,0
2020-08-14 11:30:00,788.6283,4.7594175000000405,11.850613333333333,0
2020-08-14 12:00:00,788.7183,4.743368700000019,11.799696666666666,0
2020-08-14 12:30:00,788.8388,4.797588200000064,11.76585,0
2020-08-14 13:00:00,789.0726999999999,4.81939060000002,11.720646666666667,0
