date_time(UTC:PDT+7),raw_pressure(cm),barocorrected_pressure(cm),water_temperature(deg_C),discharge_flag
2019-08-08 20:00:00,802.87,42.558354492187505,12.208,0
2019-08-08 20:30:00,802.8610333333334,42.64191712239585,12.155545,0
2019-08-08 21:00:00,802.6527333333333,42.526146419270844,12.260021666666667,0
2019-08-08 21:30:00,802.26205,42.227992382812545,12.588601666666667,0
2019-08-08 22:00:00,801.8289333333333,41.88740501302084,12.789903333333333,0
2019-08-08 22:30:00,801.47965,41.63065097656249,12.948701666666667,0
2019-08-08 23:00:00,801.2999833333333,41.54351360677083,13.152321666666666,0
2019-08-08 23:30:00,801.0593,41.39535957031251,13.40626,0
2019-08-09 00:00:00,800.75825,41.186838867187475,13.728018333333333,0
2019-08-09 00:30:00,800.4382666666667,41.16681789550785,14.005323333333333,0
2019-08-09 01:00:00,800.2513666666666,41.27988025716138,14.218321666666666,0
2019-08-09 01:30:00,799.9730833333333,41.301559285481744,14.390215,0
2019-08-09 02:00:00,799.6275666666667,41.25600498046879,14.484588333333333,0
2019-08-09 02:30:00,799.37275,41.30115067545569,14.474513333333334,0
2019-08-09 03:00:00,799.22275,41.451113037109394,14.367508333333333,0
2019-08-09 03:30:00,799.0234333333333,41.551758732096346,14.185608333333333,0
2019-08-09 04:00:00,798.7948166666666,41.62310442708326,13.957606666666667,0
2019-08-09 04:30:00,798.6720666666666,41.80031678873695,13.716296666666667,0
2019-08-09 05:00:00,798.7351833333333,42.163395817057335,13.481435,0
2019-08-09 05:30:00,798.9431166666667,42.67129151204426,13.243261666666665,0
2019-08-09 06:00:00,799.1955333333334,43.22367054036465,12.987743333333333,0
2019-08-09 06:30:00,799.30965,43.53162469075528,12.712776666666667,0
2019-08-09 07:00:00,799.2510333333333,43.66684550781247,12.425431666666666,0
2019-08-09 07:30:00,799.3027666666667,43.91241632486981,12.138673333333333,0
2019-08-09 08:00:00,799.3575833333333,44.16107047526043,11.859605,0
2019-08-09 08:30:00,799.42415,44.42147462565106,11.591985,0
2019-08-09 09:00:00,799.5893166666666,44.780478776041605,11.331433333333333,0
2019-08-09 09:30:00,799.69035,45.07534959309896,11.077261666666667,0
2019-08-09 10:00:00,799.7938,45.37263707682291,10.828916666666668,0
2019-08-09 10:30:00,800.0214,45.794074560546846,10.582055,0
2019-08-09 11:00:00,800.1975833333333,46.16409537760421,10.339951666666668,0
2019-08-09 11:30:00,800.2686333333334,46.42898286132811,10.099400000000001,0
2019-08-09 12:00:00,800.4572499999999,46.81143701171868,9.861193333333334,0
2019-08-09 12:30:00,800.6520833333333,46.581129964192655,9.62609,0
2019-08-09 13:00:00,800.7317166666667,46.23562291666667,9.39478,0
