"TOA5","DanaFk._297","CR800","15297","CR800.Std.11","CPU:DanaFk082114.CR8","42213","T15min"
"2021-06-01 11:30:00",225817,13.34,1.265,8.05,0.9,1.405,0.14
"2021-06-01 11:45:00",225818,13.34,1.262,8.4,0.9,1.403,0.14
"2021-06-01 12:00:00",225819,13.33,1.252,8.76,0.9,1.393,0.14
"2021-06-01 12:15:00",225820,13.33,1.257,9.13,0.9,1.397,0.14
"2021-06-01 12:30:00",225821,13.31,1.26,9.53,0.9,1.4,0.14
"2021-06-01 12:45:00",225822,13.3,1.255,9.92,0.9,1.395,0.14
"2021-06-01 13:00:00",225823,13.3,1.249,10.3,0.9,1.39,0.14
"2021-06-01 13:15:00",225824,13.29,1.253,10.68,0.9,1.393,0.14
"2021-06-01 13:30:00",225825,13.29,1.248,11.06,0.9,1.388,0.14
"2021-06-01 13:45:00",225826,13.28,1.246,11.41,0.9,1.386,0.14
"2021-06-01 14:00:00",225827,13.27,1.243,11.75,0.9,1.384,0.14
"2021-06-01 14:15:00",225828,13.26,1.24,12.04,0.9,1.38,0.14
"2021-06-01 14:30:00",225829,13.26,1.243,12.36,0.9,1.383,0.14
"2021-06-01 14:45:00",225830,13.24,1.246,12.67,0.9,1.386,0.14
"2021-06-01 15:00:00",225831,13.24,1.238,12.95,0.9,1.379,0.14
"2021-06-01 15:15:00",225832,13.24,1.245,13.19,0.9,1.385,0.14
"2021-06-01 15:30:00",225833,13.23,1.244,13.4,0.9,1.385,0.14
"2021-06-01 15:45:00",225834,13.23,1.247,13.58,0.9,1.387,0.14
"2021-06-01 16:00:00",225835,13.22,1.259,13.75,0.9,1.399,0.14
"2021-06-01 16:15:00",225836,13.22,1.257,13.91,0.9,1.398,0.14
"2021-06-01 16:30:00",225837,13.22,1.266,14.03,0.9,1.406,0.14
"2021-06-01 16:45:00",225838,13.2,1.28,14.11,0.9,1.42,0.14
"2021-06-01 17:00:00",225839,13.21,1.283,14.17,0.9,1.423,0.14
"2021-06-01 17:15:00",225840,13.23,1.296,14.23,0.9,1.436,0.14
"2021-06-01 17:30:00",225841,13.23,1.303,14.27,0.9,1.443,0.14
"2021-06-01 17:45:00",225842,13.24,1.304,14.28,0.9,1.444,0.14
"2021-06-01 18:00:00",225843,13.26,1.323,14.27,0.9,1.464,0.14
"2021-06-01 18:15:00",225844,13.26,1.331,14.21,0.9,1.472,0.14
"2021-06-01 18:30:00",225845,13.27,1.339,14.14,0.9,1.48,0.14
"2021-06-01 18:45:00",225846,13.22,1.346,14.02,0.9,1.486,0.14
"2021-06-01 19:00:00",225847,13.2,1.364,13.83,0.9,1.504,0.14
"2021-06-01 19:15:00",225848,13.18,1.358,13.64,0.9,1.498,0.14
"2021-06-01 19:30:00",225849,13.15,1.375,13.44,0.9,1.515,0.14
"2021-06-01 19:45:00",225850,13.13,1.378,13.23,0.9,1.518,0.14
"2021-06-01 20:00:00",225851,13.12,1.381,13.04,0.9,1.521,0.14
"2021-06-01 20:15:00",225852,13.1,1.402,12.86,0.9,1.543,0.14
"2021-06-01 20:30:00",225853,13.09,1.395,12.66,0.9,1.536,0.14
"2021-06-01 20:45:00",225854,13.07,1.403,12.46,0.9,1.543,0.14
"2021-06-01 21:00:00",225855,13.05,1.406,12.24,0.9,1.546,0.14
"2021-06-01 21:15:00",225856,13.03,1.408,11.99,0.9,1.548,0.14
"2021-06-01 21:30:00",225857,13.02,1.403,11.73,0.9,1.544,0.14
"2021-06-01 21:45:00",225858,13.01,1.409,11.47,0.9,1.55,0.14
"2021-06-01 22:00:00",225859,12.99,1.401,11.23,0.9,1.542,0.14
"2021-06-01 22:15:00",225860,12.99,1.421,10.99,0.9,1.561,0.14
"2021-06-01 22:30:00",225861,12.97,1.402,10.76,0.9,1.542,0.14
"2021-06-01 22:45:00",225862,12.96,1.42,10.53,0.9,1.56,0.14
"2021-06-01 23:00:00",225863,12.94,1.42,10.32,0.9,1.56,0.14
"2021-06-01 23:15:00",225864,12.94,1.415,10.11,0.9,1.556,0.14
"2021-06-01 23:30:00",225865,12.92,1.421,9.91,0.9,1.561,0.14
"2021-06-01 23:45:00",225866,12.91,1.411,9.72,0.9,1.551,0.14
"2021-06-02 00:00:00",225867,12.9,1.417,9.55,0.9,1.558,0.14
"2021-06-02 00:15:00",225868,12.89,1.41,9.38,0.9,1.55,0.14
"2021-06-02 00:30:00",225869,12.87,1.409,9.23,0.9,1.549,0.14
"2021-06-02 00:45:00",225870,12.86,1.398,9.07,0.9,1.538,0.14
"2021-06-02 01:00:00",225871,12.85,1.401,8.92,0.9,1.541,0.14
"2021-06-02 01:15:00",225872,12.83,1.403,8.78,0.9,1.543,0.14
"2021-06-02 01:30:00",225873,12.83,1.396,8.64,0.9,1.536,0.14
"2021-06-02 01:45:00",225874,12.82,1.395,8.51,0.9,1.536,0.14
"2021-06-02 02:00:00",225875,12.81,1.386,8.37,0.9,1.526,0.14
"2021-06-02 02:15:00",225876,12.8,1.386,8.24,0.9,1.526,0.14
"2021-06-02 02:30:00",225877,12.79,1.383,8.11,0.9,1.523,0.14
"2021-06-02 02:45:00",225878,12.78,1.38,7.986,0.9,1.52,0.14
"2021-06-02 03:00:00",225879,12.77,1.368,7.867,0.9,1.508,0.14
"2021-06-02 03:15:00",225880,12.76,1.37,7.753,0.9,1.51,0.14
"2021-06-02 03:30:00",225881,12.75,1.361,7.636,0.9,1.502,0.14
"2021-06-02 03:45:00",225882,12.74,1.365,7.53,0.9,1.505,0.14
"2021-06-02 04:00:00",225883,12.73,1.367,7.422,0.9,1.507,0.14
"2021-06-02 04:15:00",225884,12.72,1.36,7.322,0.9,1.501,0.14
"2021-06-02 04:30:00",225885,12.71,1.357,7.22,0.9,1.497,0.14
"2021-06-02 04:45:00",225886,12.7,1.348,7.126,0.9,1.488,0.14
"2021-06-02 05:00:00",225887,12.69,1.355,7.036,0.9,1.495,0.14
"2021-06-02 05:15:00",225888,12.68,1.352,6.951,0.9,1.493,0.14
"2021-06-02 05:30:00",225889,12.67,1.348,6.864,0.9,1.489,0.14
"2021-06-02 05:45:00",225890,12.66,1.342,6.787,0.9,1.482,0.14
"2021-06-02 06:00:00",225891,12.65,1.341,6.719,0.9,1.482,0.14
"2021-06-02 06:15:00",225892,12.65,1.342,6.656,0.9,1.482,0.14
"2021-06-02 06:30:00",225893,12.64,1.335,6.596,0.9,1.476,0.14
"2021-06-02 06:45:00",225894,12.64,1.333,6.548,0.9,1.474,0.14
"2021-06-02 07:00:00",225895,12.63,1.331,6.508,0.9,1.471,0.14
"2021-06-02 07:15:00",225896,12.64,1.326,6.481,0.9,1.466,0.14
"2021-06-02 07:30:00",225897,12.67,1.326,6.464,0.9,1.466,0.14
"2021-06-02 07:45:00",225898,12.74,1.322,6.468,0.9,1.462,0.14
"2021-06-02 08:00:00",225899,12.84,1.319,6.49,0.9,1.459,0.14
"2021-06-02 08:15:00",225900,12.95,1.321,6.532,0.9,1.462,0.14
"2021-06-02 08:30:00",225901,13.1,1.323,6.594,0.9,1.464,0.14
"2021-06-02 08:45:00",225902,13.28,1.313,6.681,0.9,1.454,0.14
"2021-06-02 09:00:00",225903,13.49,1.313,6.784,0.9,1.454,0.14
"2021-06-02 09:15:00",225904,13.47,1.313,6.907,0.9,1.454,0.14
"2021-06-02 09:30:00",225905,13.44,1.312,7.054,0.9,1.452,0.14
"2021-06-02 09:45:00",225906,13.42,1.309,7.232,0.9,1.45,0.14
"2021-06-02 10:00:00",225907,13.4,1.305,7.451,0.9,1.445,0.14
"2021-06-02 10:15:00",225908,13.38,1.302,7.687,0.9,1.443,0.14
"2021-06-02 10:30:00",225909,13.36,1.309,7.973,0.9,1.449,0.14
"2021-06-02 10:45:00",225910,13.34,1.296,8.28,0.9,1.436,0.14
"2021-06-02 11:00:00",225911,13.32,1.298,8.62,0.9,1.439,0.14
"2021-06-02 11:15:00",225912,13.32,1.302,8.97,0.9,1.443,0.14
"2021-06-02 11:30:00",225913,13.31,1.288,9.33,0.9,1.428,0.14
"2021-06-02 11:45:00",225914,13.3,1.291,9.74,0.9,1.431,0.14
"2021-06-02 12:00:00",225915,13.3,1.284,10.16,0.9,1.424,0.14
"2021-06-02 12:15:00",225916,13.28,1.285,10.57,0.9,1.426,0.14
"2021-06-02 12:30:00",225917,13.27,1.283,10.77,0.9,1.423,0.14
"2021-06-02 12:45:00",225918,13.28,1.279,10.87,0.9,1.42,0.14
"2021-06-02 13:00:00",225919,13.27,1.274,11.03,0.9,1.414,0.14
"2021-06-02 13:15:00",225920,13.27,1.276,11.21,0.9,1.417,0.14
"2021-06-02 13:30:00",225921,13.27,1.279,11.39,0.9,1.419,0.14
"2021-06-02 13:45:00",225922,13.27,1.276,11.46,0.9,1.416,0.14
"2021-06-02 14:00:00",225923,13.27,1.269,11.63,0.9,1.409,0.14
"2021-06-02 14:15:00",225924,13.26,1.27,12.1,0.9,1.41,0.14
"2021-06-02 14:30:00",225925,13.25,1.271,12.74,0.9,1.411,0.14
"2021-06-02 14:45:00",225926,13.25,1.274,12.94,0.9,1.415,0.14
"2021-06-02 15:00:00",225927,13.24,1.278,12.95,0.9,1.418,0.14
"2021-06-02 15:15:00",225928,13.26,1.288,12.94,0.9,1.429,0.14
"2021-06-02 15:30:00",225929,13.27,1.292,12.96,0.9,1.432,0.14
"2021-06-02 15:45:00",225930,13.28,1.295,12.95,0.9,1.436,0.14
"2021-06-02 16:00:00",225931,13.29,1.31,12.93,0.9,1.451,0.14
"2021-06-02 16:15:00",225932,13.3,1.314,12.85,0.9,1.454,0.14
"2021-06-02 16:30:00",225933,13.29,1.321,12.86,0.9,1.461,0.14
"2021-06-02 16:45:00",225934,13.27,1.323,12.96,0.9,1.464,0.14
"2021-06-02 17:00:00",225935,13.26,1.332,12.95,0.9,1.472,0.14
"2021-06-02 17:15:00",225936,13.27,1.339,12.9,0.9,1.48,0.14
"2021-06-02 17:30:00",225937,13.27,1.342,12.87,0.9,1.482,0.14
"2021-06-02 17:45:00",225938,13.28,1.345,12.81,0.9,1.485,0.14
"2021-06-02 18:00:00",225939,13.27,1.336,12.75,0.9,1.476,0.14
"2021-06-02 18:15:00",225940,13.28,1.348,12.72,0.9,1.489,0.14
"2021-06-02 18:30:00",225941,13.29,1.365,12.71,0.9,1.505,0.14
"2021-06-02 18:45:00",225942,13.29,1.353,12.72,0.9,1.493,0.14
"2021-06-02 19:00:00",225943,13.28,1.367,12.7,0.9,1.507,0.14
"2021-06-02 19:15:00",225944,13.27,1.374,12.66,0.9,1.514,0.14
"2021-06-02 19:30:00",225945,13.24,1.382,12.61,0.9,1.523,0.14
"2021-06-02 19:45:00",225946,13.21,1.385,12.59,0.9,1.526,0.14
"2021-06-02 20:00:00",225947,13.2,1.391,12.56,0.9,1.531,0.14
"2021-06-02 20:15:00",225948,13.18,1.395,12.5,0.9,1.535,0.14
"2021-06-02 20:30:00",225949,13.16,1.407,12.42,0.9,1.548,0.14
"2021-06-02 20:45:00",225950,13.13,1.414,12.31,0.9,1.554,0.14
"2021-06-02 21:00:00",225951,13.11,1.423,12.19,0.9,1.564,0.14
"2021-06-02 21:15:00",225952,13.1,1.429,12.06,0.9,1.569,0.14
"2021-06-02 21:30:00",225953,13.08,1.448,11.91,0.9,1.588,0.14
"2021-06-02 21:45:00",225954,13.07,1.453,11.75,0.9,1.593,0.14
"2021-06-02 22:00:00",225955,13.05,1.449,11.58,0.9,1.59,0.14
"2021-06-02 22:15:00",225956,13.04,1.454,11.39,0.9,1.594,0.14
"2021-06-02 22:30:00",225957,13.03,1.455,11.2,0.9,1.595,0.14
"2021-06-02 22:45:00",225958,13.02,1.456,11.02,0.9,1.596,0.14
"2021-06-02 23:00:00",225959,13,1.46,10.83,0.9,1.6,0.14
"2021-06-02 23:15:00",225960,12.99,1.461,10.63,0.9,1.601,0.14
"2021-06-02 23:30:00",225961,12.98,1.463,10.43,0.9,1.603,0.14
"2021-06-02 23:45:00",225962,12.96,1.456,10.22,0.9,1.596,0.14
"2021-06-03 00:00:00",225963,12.95,1.456,10.02,0.9,1.596,0.14
"2021-06-03 00:15:00",225964,12.94,1.444,9.82,0.9,1.585,0.14
"2021-06-03 00:30:00",225965,12.93,1.455,9.64,0.9,1.596,0.14
"2021-06-03 00:45:00",225966,12.92,1.446,9.47,0.9,1.586,0.14
"2021-06-03 01:00:00",225967,12.9,1.451,9.3,0.9,1.591,0.14
"2021-06-03 01:15:00",225968,12.89,1.447,9.14,0.9,1.587,0.14
"2021-06-03 01:30:00",225969,12.88,1.434,8.99,0.9,1.574,0.14
"2021-06-03 01:45:00",225970,12.87,1.439,8.85,0.9,1.579,0.14
"2021-06-03 02:00:00",225971,12.86,1.435,8.73,0.9,1.575,0.14
"2021-06-03 02:15:00",225972,12.85,1.425,8.61,0.9,1.565,0.14
"2021-06-03 02:30:00",225973,12.84,1.424,8.49,0.9,1.564,0.14
"2021-06-03 02:45:00",225974,12.83,1.422,8.39,0.9,1.562,0.14
"2021-06-03 03:00:00",225975,12.82,1.423,8.29,0.9,1.563,0.14
"2021-06-03 03:15:00",225976,12.8,1.413,8.2,0.9,1.553,0.14
"2021-06-03 03:30:00",225977,12.79,1.411,8.11,0.9,1.552,0.14
"2021-06-03 03:45:00",225978,12.78,1.407,8.02,0.9,1.548,0.14
"2021-06-03 04:00:00",225979,12.77,1.404,7.943,0.9,1.544,0.14
"2021-06-03 04:15:00",225980,12.77,1.395,7.867,0.9,1.535,0.14
"2021-06-03 04:30:00",225981,12.76,1.397,7.793,0.9,1.537,0.14
"2021-06-03 04:45:00",225982,12.74,1.393,7.72,0.9,1.534,0.14
"2021-06-03 05:00:00",225983,12.73,1.398,7.649,0.9,1.538,0.14
"2021-06-03 05:15:00",225984,12.72,1.384,7.581,0.9,1.524,0.14
"2021-06-03 05:30:00",225985,12.71,1.386,7.515,0.9,1.526,0.14
"2021-06-03 05:45:00",225986,12.71,1.377,7.451,0.9,1.518,0.14
"2021-06-03 06:00:00",225987,12.7,1.373,7.395,0.9,1.513,0.14
"2021-06-03 06:15:00",225988,12.68,1.381,7.335,0.9,1.521,0.14
"2021-06-03 06:30:00",225989,12.67,1.367,7.283,0.9,1.507,0.14
"2021-06-03 06:45:00",225990,12.67,1.374,7.237,0.9,1.515,0.14
"2021-06-03 07:00:00",225991,12.66,1.362,7.202,0.9,1.503,0.14
"2021-06-03 07:15:00",225992,12.66,1.364,7.174,0.9,1.504,0.14
"2021-06-03 07:30:00",225993,12.69,1.37,7.153,0.9,1.51,0.14
"2021-06-03 07:45:00",225994,12.76,1.362,7.157,0.9,1.503,0.14
"2021-06-03 08:00:00",225995,12.86,1.356,7.18,0.9,1.497,0.14
"2021-06-03 08:15:00",225996,13.02,1.354,7.227,0.9,1.494,0.14
"2021-06-03 08:30:00",225997,13.3,1.349,7.308,0.9,1.489,0.14
"2021-06-03 08:45:00",225998,13.48,1.354,7.413,0.9,1.494,0.14
"2021-06-03 09:00:00",225999,13.46,1.347,7.542,0.9,1.488,0.14
"2021-06-03 09:15:00",226000,13.44,1.343,7.698,0.9,1.484,0.14
"2021-06-03 09:30:00",226001,13.42,1.345,7.827,0.9,1.485,0.14
"2021-06-03 09:45:00",226002,13.41,1.342,7.964,0.9,1.482,0.14
"2021-06-03 10:00:00",226003,13.39,1.345,8.19,0.9,1.485,0.14
"2021-06-03 10:15:00",226004,13.37,1.336,8.46,0.9,1.476,0.14
"2021-06-03 10:30:00",226005,13.34,1.334,8.7,0.9,1.474,0.14
"2021-06-03 10:45:00",226006,13.33,1.327,8.88,0.9,1.468,0.14
"2021-06-03 11:00:00",226007,13.32,1.322,9.23,0.9,1.463,0.14
"2021-06-03 11:15:00",226008,13.3,1.324,9.53,0.9,1.464,0.14
"2021-06-03 11:30:00",226009,13.29,1.323,9.8,0.9,1.463,0.14
"2021-06-03 11:45:00",226010,13.29,1.318,9.97,0.9,1.458,0.14
"2021-06-03 12:00:00",226011,13.29,1.317,10.11,0.9,1.457,0.14
"2021-06-03 12:15:00",226012,13.29,1.308,10.39,0.9,1.449,0.14
"2021-06-03 12:30:00",226013,13.28,1.311,10.54,0.9,1.451,0.14
"2021-06-03 12:45:00",226014,13.27,1.31,10.93,0.9,1.45,0.14
"2021-06-03 13:00:00",226015,13.27,1.299,11.08,0.9,1.439,0.14
"2021-06-03 13:15:00",226016,13.26,1.312,11.06,0.9,1.452,0.14
"2021-06-03 13:30:00",226017,13.22,1.308,11.11,0.9,1.449,0.14
"2021-06-03 13:45:00",226018,13.2,1.31,11.16,0.9,1.451,0.14
"2021-06-03 14:00:00",226019,13.28,1.312,11.22,0.9,1.452,0.14
"2021-06-03 14:15:00",226020,13.3,1.316,11.36,0.9,1.457,0.14
"2021-06-03 14:30:00",226021,13.27,1.325,11.42,0.9,1.465,0.14
"2021-06-03 14:45:00",226022,13.24,1.331,11.39,0.9,1.471,0.14
"2021-06-03 15:00:00",226023,13.22,1.335,11.38,0.9,1.475,0.14
"2021-06-03 15:15:00",226024,13.21,1.334,11.39,0.9,1.474,0.14
"2021-06-03 15:30:00",226025,13.19,1.351,11.41,0.9,1.491,0.14
"2021-06-03 15:45:00",226026,13.18,1.362,11.45,0.9,1.503,0.14
"2021-06-03 16:00:00",226027,13.15,1.37,11.47,0.9,1.51,0.14
"2021-06-03 16:15:00",226028,13.14,1.373,11.51,0.9,1.513,0.14
"2021-06-03 16:30:00",226029,13.15,1.362,11.57,0.9,1.502,0.14
"2021-06-03 16:45:00",226030,13.14,1.377,11.62,0.9,1.518,0.14
"2021-06-03 17:00:00",226031,13.33,1.388,11.65,0.9,1.528,0.14
"2021-06-03 17:15:00",226032,13.4,1.388,11.7,0.9,1.529,0.14
"2021-06-03 17:30:00",226033,13.41,1.4,11.75,0.9,1.54,0.14
"2021-06-03 17:45:00",226034,13.41,1.401,11.74,0.9,1.542,0.14
"2021-06-03 18:00:00",226035,13.41,1.41,11.7,0.9,1.55,0.14
"2021-06-03 18:15:00",226036,13.4,1.406,11.65,0.9,1.547,0.14
"2021-06-03 18:30:00",226037,13.35,1.414,11.59,0.9,1.555,0.14
"2021-06-03 18:45:00",226038,13.32,1.416,11.49,0.9,1.557,0.14
"2021-06-03 19:00:00",226039,13.3,1.417,11.39,0.9,1.558,0.14
"2021-06-03 19:15:00",226040,13.28,1.423,11.3,0.9,1.563,0.14
"2021-06-03 19:30:00",226041,13.26,1.412,11.21,0.9,1.553,0.14
"2021-06-03 19:45:00",226042,13.24,1.423,11.11,0.9,1.563,0.14
"2021-06-03 20:00:00",226043,13.23,1.415,11.02,0.9,1.555,0.14
"2021-06-03 20:15:00",226044,13.2,1.419,10.94,0.9,1.56,0.14
"2021-06-03 20:30:00",226045,13.19,1.418,10.85,0.9,1.558,0.14
"2021-06-03 20:45:00",226046,13.17,1.416,10.75,0.9,1.556,0.14
"2021-06-03 21:00:00",226047,13.16,1.423,10.63,0.9,1.563,0.14
"2021-06-03 21:15:00",226048,13.14,1.419,10.49,0.9,1.559,0.14
"2021-06-03 21:30:00",226049,13.13,1.409,10.35,0.9,1.55,0.14
"2021-06-03 21:45:00",226050,13.11,1.411,10.21,0.9,1.552,0.14
"2021-06-03 22:00:00",226051,13.1,1.42,10.07,0.9,1.56,0.14
"2021-06-03 22:15:00",226052,13.09,1.411,9.93,0.9,1.551,0.14
"2021-06-03 22:30:00",226053,13.07,1.411,9.8,0.9,1.552,0.14
"2021-06-03 22:45:00",226054,13.06,1.414,9.68,0.9,1.555,0.14
"2021-06-03 23:00:00",226055,13.05,1.403,9.55,0.9,1.543,0.14
"2021-06-03 23:15:00",226056,13.04,1.407,9.43,0.9,1.548,0.14
"2021-06-03 23:30:00",226057,13.03,1.409,9.3,0.9,1.549,0.14
"2021-06-03 23:45:00",226058,13.01,1.4,9.18,0.9,1.54,0.14
"2021-06-04 00:00:00",226059,13,1.392,9.06,0.9,1.532,0.14
"2021-06-04 00:15:00",226060,12.99,1.401,8.94,0.9,1.542,0.14
"2021-06-04 00:30:00",226061,12.98,1.401,8.82,0.9,1.541,0.14
"2021-06-04 00:45:00",226062,12.97,1.393,8.7,0.9,1.533,0.14
"2021-06-04 01:00:00",226063,12.95,1.39,8.59,0.9,1.531,0.14
"2021-06-04 01:15:00",226064,12.95,1.387,8.48,0.9,1.527,0.14
"2021-06-04 01:30:00",226065,12.93,1.382,8.37,0.9,1.522,0.14
"2021-06-04 01:45:00",226066,12.92,1.385,8.26,0.9,1.525,0.14
"2021-06-04 02:00:00",226067,12.9,1.383,8.16,0.9,1.523,0.14
"2021-06-04 02:15:00",226068,12.9,1.377,8.06,0.9,1.517,0.14
"2021-06-04 02:30:00",226069,12.89,1.376,7.966,0.9,1.516,0.14
"2021-06-04 02:45:00",226070,12.88,1.376,7.874,0.9,1.517,0.14
"2021-06-04 03:00:00",226071,12.86,1.374,7.782,0.9,1.515,0.14
"2021-06-04 03:15:00",226072,12.85,1.367,7.693,0.9,1.507,0.14
"2021-06-04 03:30:00",226073,12.84,1.364,7.608,0.9,1.505,0.14
"2021-06-04 03:45:00",226074,12.83,1.364,7.521,0.9,1.504,0.14
"2021-06-04 04:00:00",226075,12.82,1.365,7.44,0.9,1.505,0.14
"2021-06-04 04:15:00",226076,12.81,1.358,7.361,0.9,1.498,0.14
"2021-06-04 04:30:00",226077,12.8,1.36,7.279,0.9,1.5,0.14
"2021-06-04 04:45:00",226078,12.79,1.356,7.2,0.9,1.496,0.14
"2021-06-04 05:00:00",226079,12.78,1.353,7.13,0.9,1.493,0.14
"2021-06-04 05:15:00",226080,12.77,1.349,7.061,0.9,1.49,0.14
"2021-06-04 05:30:00",226081,12.76,1.352,6.992,0.9,1.492,0.14
"2021-06-04 05:45:00",226082,12.75,1.352,6.926,0.9,1.492,0.14
"2021-06-04 06:00:00",226083,12.74,1.342,6.866,0.9,1.482,0.14
"2021-06-04 06:15:00",226084,12.73,1.343,6.81,0.9,1.483,0.14
"2021-06-04 06:30:00",226085,12.72,1.337,6.752,0.9,1.477,0.14
"2021-06-04 06:45:00",226086,12.71,1.337,6.704,0.9,1.477,0.14
"2021-06-04 07:00:00",226087,12.7,1.333,6.662,0.9,1.474,0.14
"2021-06-04 07:15:00",226088,12.71,1.33,6.633,0.9,1.471,0.14
"2021-06-04 07:30:00",226089,12.73,1.329,6.618,0.9,1.469,0.14
"2021-06-04 07:45:00",226090,12.81,1.329,6.621,0.9,1.47,0.14
"2021-06-04 08:00:00",226091,12.9,1.33,6.642,0.9,1.47,0.14
"2021-06-04 08:15:00",226092,13.01,1.329,6.682,0.9,1.47,0.14
"2021-06-04 08:30:00",226093,13.16,1.321,6.747,0.9,1.461,0.14
"2021-06-04 08:45:00",226094,13.35,1.315,6.833,0.9,1.455,0.14
"2021-06-04 09:00:00",226095,13.53,1.32,6.939,0.9,1.461,0.14
"2021-06-04 09:15:00",226096,13.51,1.315,7.066,0.9,1.455,0.14
"2021-06-04 09:30:00",226097,13.48,1.311,7.216,0.9,1.451,0.14
"2021-06-04 09:45:00",226098,13.46,1.311,7.402,0.9,1.452,0.14
"2021-06-04 10:00:00",226099,13.44,1.313,7.611,0.9,1.454,0.14
"2021-06-04 10:15:00",226100,13.42,1.3,7.829,0.9,1.441,0.14
"2021-06-04 10:30:00",226101,13.4,1.301,8.09,0.9,1.441,0.14
"2021-06-04 10:45:00",226102,13.37,1.297,8.38,0.9,1.437,0.14
"2021-06-04 11:00:00",226103,13.35,1.293,8.68,0.9,1.433,0.14
"2021-06-04 11:15:00",226104,13.34,1.299,9.01,0.9,1.44,0.14
"2021-06-04 11:30:00",226105,13.33,1.302,9.35,0.9,1.442,0.14
"2021-06-04 11:45:00",226106,13.33,1.293,9.7,0.9,1.433,0.14
